382599	99577.39	99517.32	0.99	3	60.07
383240	99578.41	99517.92	1	3	60.49
383881	99577.83	99517.55	1	3	60.28
384521	99578.31	99517.41	0.99	3	60.9
385162	99578.02	99517.02	1	3	61
385803	99576.7	99516.84	1	3	59.86
386443	99577.31	99517.8	1	3	59.51
387084	99577.77	99518.17	1	3	59.6
387725	99577.82	99518.52	1	3	59.3
388365	99578.16	99517.79	1	3	60.37
389006	99577.66	99517.62	1	3	60.04
389647	99576.96	99516.38	1	3	60.58
390287	99577.01	99517.37	1	3	59.64
390928	99577.27	99518	1.01	3	59.27
391569	99577.01	99517.75	1	3	59.26
392209	99578.31	99517.74	1	3	60.57
392850	99577.73	99517.98	1.01	3	59.75
393491	99578.34	99517.52	1	3	60.82
394131	99577.43	99517.43	0.99	3	60
394772	99576.88	99516.88	1.01	3	60
395412	99576.8	99516.41	1	3	60.39
396053	99578.55	99515.99	0.99	3	62.56
396694	99577.32	99515.97	1	3	61.35
397334	99576.72	99515.8	1	3	60.92
397975	99577.34	99516.51	1	3	60.83
398616	99577.76	99516.52	1.01	3	61.24
399256	99577.81	99516.16	1	3	61.65
399897	99578.22	99515.71	1	3	62.51
400538	99577.19	99516.81	1	3	60.38
401178	99577.8	99516.62	0.99	3	61.18
401819	99578.19	99516.71	1	3	61.48
402460	99577.87	99517.16	1	3	60.71
403100	99577.23	99517.34	1	3	59.89
403741	99577.36	99516.78	1	3	60.58
404381	99576.97	99516.77	1	3	60.2
405022	99576.88	99516.69	1	3	60.19
405663	99576.94	99517.34	1	3	59.6
406303	99578.11	99518.08	1	3	60.03
406944	99577.31	99517.07	1	3	60.24
407584	99577.29	99516.8	1	3	60.49
408225	99578.12	99516.88	1.01	3	61.24
408866	99578.3	99516.77	0.99	3	61.53
409506	99578.3	99516.87	1	3	61.43
410147	99578.07	99517.91	1	3	60.16
410788	99577.63	99518.16	1	3	59.47
411428	99577.5	99517.34	0.99	3	60.16
412069	99577.16	99515.97	1.01	3	61.19
412709	99578.13	99516.88	1	3	61.25
413350	99577.84	99517.28	1	3	60.56
413991	99576.83	99518.06	1	3	58.77
414631	99576.34	99517.36	1	3	58.98
415272	99576.8	99517.55	1	3	59.25
415913	99577.74	99517.91	0.99	3	59.83
416553	99577.95	99517.89	1	3	60.06
417194	99577.98	99517.78	1	3	60.2
417835	99577.88	99517.2	0.99	3	60.68
418475	99577.95	99516.54	1	3	61.41
419116	99577.11	99516.77	1	3	60.34
419757	99577.33	99517.98	1	3	59.35
420397	99577.09	99518.18	0.99	3	58.91
421038	99576.47	99518.07	1	3	58.4
421678	99577.34	99517.94	0.99	3	59.4
422319	99576.56	99517.64	0.99	3	58.92
422960	99578.06	99516.72	1.01	3	61.34
423600	99577.99	99516.48	0.99	3	61.51
424241	99577.36	99516.53	1	3	60.83
424882	99577.65	99516.44	1	3	61.21
425522	99576.89	99516.95	1	3	59.94
426163	99576.79	99516.63	0.99	3	60.16
426804	99578.27	99517.66	1	3	60.61
427444	99576.7	99517.39	0.99	3	59.31
428085	99576.77	99517.34	1	3	59.43
428726	99576.8	99516.96	0.99	3	59.84
429366	99576.66	99517.98	1	3	58.68
430007	99576.73	99517.19	1	3	59.54
430648	99576.81	99518.13	1	3	58.68
431288	99576.63	99517.44	1	3	59.19
431929	99577.74	99516.67	1	3	61.07
432570	99577.55	99516.7	0.99	3	60.85
433210	99576.44	99515.84	1	3	60.6
433851	99576.28	99516.66	1	3	59.62
434491	99577.31	99517.31	1	3	60
435773	99577.67	99517.05	1	3	60.62
436413	99577.23	99515.94	0.99	3	61.29
437054	99576.73	99516.31	1	3	60.42
437695	99576.97	99517.64	1	3	59.33
438335	99576.9	99517.83	1	3	59.07
438976	99577.66	99517.74	1	3	59.92
439617	99577.62	99517.05	1	3	60.57
440257	99575.91	99517.41	1	3	58.5
440898	99577.11	99517.3	1	3	59.81
441539	99577.3	99517.34	0.99	3	59.96
442179	99577.06	99517.1	0.99	3	59.96
442820	99577.55	99517.3	1	3	60.25
443461	99577.43	99517.67	1	3	59.76
444101	99577.69	99518.53	1	3	59.16
444742	99579.09	99516.62	1	3	62.47
445383	99577.43	99516.63	1	3	60.8
446023	99576.94	99516.39	1.01	3	60.55
446664	99577.33	99515.68	1	3	61.65
447305	99577.4	99516.54	1	3	60.86
447945	99576.9	99516.43	1	3	60.47
448586	99578.06	99514.97	1	3	63.09
449227	99577.42	99516.33	1	3	61.09
449867	99577.16	99517.67	1	3	59.49
450508	99577.47	99517.59	1	3	59.88
451148	99578.45	99517.16	1	3	61.29
451789	99577.13	99516.51	1	3	60.62
452430	99577.91	99517.02	0.99	3	60.89
453070	99577.72	99516.7	1	3	61.02
453711	99577.62	99516.37	1	3	61.25
454352	99577.77	99516.13	1	3	61.64
455633	99576.53	99518.09	1	3	58.44
456274	99576.87	99517.08	1	3	59.79
456915	99577.48	99516.15	0.99	3	61.33
457555	99577.23	99517.41	0.99	3	59.82
458196	99577.45	99517.23	1	3	60.22
458836	99576.88	99517.91	1	3	58.97
459477	99576.8	99517.66	1	3	59.14
460118	99577	99517.73	0.99	3	59.27
460758	99577.08	99517.51	0.99	3	59.57
461399	99577.8	99517.06	0.99	3	60.74
462040	99577.58	99517.16	0.99	3	60.42
462680	99577.5	99517.07	1.01	3	60.43
463321	99576.98	99516.95	0.99	3	60.03
463962	99577.48	99517.02	1	3	60.46
464602	99577.09	99518	1	3	59.09
465243	99578.02	99517.88	1	3	60.14
465884	99577.45	99517.18	0.99	3	60.27
466524	99577.09	99517.02	1.01	3	60.07
467165	99577.38	99517.18	1	3	60.2
467806	99577.49	99517.67	1	3	59.82
468446	99577.31	99518.38	0.92	3	58.93
469087	99577.46	99519.48	0.94	3	57.98
469727	99576.87	99524.04	0.96	3	52.83
470368	99577.73	99529.14	0.98	3	48.59
471009	99577.2	99537.27	1	4	39.93
471649	99577.48	99546.44	0.99	4	31.04
472290	99577.39	99556.76	1.01	4	20.63
472931	99577.98	99567.8	1.03	4	10.18
473571	99577.95	99576.84	1.18	5	1.11
474212	99578.05	99583.52	0.99	5	-5.47
474852	99579.08	99587.34	0.97	5	-8.26
475493	99577.5	99589.18	1	5	-11.68
476134	99576.07	99591.88	1	5	-15.81
476774	99577.58	99593.65	1.05	5	-16.07
477415	99577.52	99594.92	1	5	-17.4
478056	99576.88	99596.3	0.99	5	-19.42
478696	99577.69	99597.01	0.97	5	-19.32
479337	99576.4	99596.49	1.02	5	-20.09
479978	99577.3	99594.66	0.99	5	-17.36
481259	99578	99593	1	5	-15
481900	99577.52	99593.11	1	5	-15.59
482540	99577.89	99594.02	0.99	5	-16.13
483181	99577	99594.34	1	5	-17.34
483822	99576.84	99594.06	1	5	-17.22
484462	99576.81	99594.56	1	5	-17.75
485103	99577.05	99594.88	1	5	-17.83
485744	99577.19	99594.02	1	5	-16.83
486384	99577.19	99593.82	1	5	-16.63
487025	99577.1	99594.08	1.01	5	-16.98
487666	99577.23	99593.59	0.99	5	-16.36
488306	99577.15	99594.19	1	5	-17.04
488947	99577.77	99593.77	0.99	5	-16
489588	99576.89	99594.61	1	5	-17.72
490228	99576.36	99595.02	0.99	5	-18.66
490869	99576.98	99594.69	0.99	5	-17.71
491510	99577.94	99594.92	0.99	5	-16.98
492150	99577.93	99596.64	1	5	-18.71
492791	99577.26	99598.06	1	5	-20.8
493432	99577.32	99598.01	0.91	5	-20.69
494072	99577.7	99598.83	0.92	5	-21.13
494713	99577.45	99602.11	0.93	5	-24.66
495354	99578.1	99609.87	0.96	6	-31.77
495994	99577.8	99620.25	0.99	6	-42.45
496635	99577.08	99633.36	1	6	-56.28
497276	99577.44	99645.95	1	7	-68.51
497916	99577.34	99659.8	1.01	7	-82.46
498557	99576.45	99673.37	1.04	7	-96.92
499198	99577.34	99687.15	1.22	7	-109.81
499839	99577.49	99697.46	1.07	7	-119.97
500479	99577.63	99704.28	0.95	7	-126.65
501120	99577.92	99707.56	1	7	-129.64
501761	99577.96	99709.29	1	7	-131.33
502401	99577.28	99711.7	1	7	-134.42
503042	99577.48	99713.03	1.03	7	-135.55
503683	99576.89	99715.13	0.99	7	-138.24
504323	99577.48	99716.59	0.99	7	-139.11
504964	99577.79	99716.3	1.04	7	-138.51
505605	99578.01	99716.47	1.06	7	-138.46
506245	99577.2	99714.93	1.01	7	-137.73
506886	99577.13	99713.5	0.99	7	-136.37
507527	99577.04	99714.66	0.98	7	-137.62
508168	99577.68	99715.84	1.01	7	-138.16
508808	99577.16	99716.34	1	7	-139.18
509449	99576.94	99716.3	1	7	-139.36
510090	99577.07	99716.76	1	7	-139.69
511371	99577.34	99717.02	1	7	-139.68
512012	99577.43	99716.2	1	7	-138.77
512652	99577.67	99716.3	0.99	7	-138.63
513293	99577.39	99717.13	0.99	7	-139.74
513934	99577.3	99717.61	1	7	-140.31
514574	99578.08	99717.67	1.01	7	-139.59
515215	99578.19	99717.78	1	7	-139.59
515856	99578.23	99719.22	1	7	-140.99
516496	99578.51	99719.55	1	7	-141.04
517137	99578.06	99720.36	1	7	-142.3
517778	99577.87	99718.45	1	7	-140.58
518418	99577.72	99718.59	1	7	-140.87
519059	99577.47	99718.42	1	7	-140.95
519700	99578.02	99717.48	1	7	-139.46
520341	99577.49	99717.23	0.99	7	-139.74
520981	99577.3	99718.84	1	7	-141.54
521622	99577.74	99718.88	0.99	7	-141.14
522263	99578.16	99718.59	1	7	-140.43
522903	99578.28	99717.94	1	7	-139.66
523544	99578.26	99718.13	1	7	-139.87
524185	99577.59	99717.44	1	7	-139.85
524826	99577.51	99717.74	1	7	-140.23
525466	99578.05	99717.68	1	7	-139.63
526107	99577.89	99719.04	1	7	-141.15
526748	99578.5	99718.13	1	7	-139.63
527389	99578.88	99718.32	1	7	-139.44
528029	99578.82	99719.17	1.01	7	-140.35
528670	99579.24	99719.79	1	7	-140.55
529311	99579.08	99720.52	1	7	-141.44
529951	99578.86	99721.4	1	7	-142.54
530592	99578.9	99720.99	1	7	-142.09
531233	99578.97	99720.28	1	7	-141.31
531873	99579.33	99721.06	1	7	-141.73
532514	99579.59	99721.23	1	7	-141.64
533155	99579.48	99721.27	0.99	7	-141.79
533796	99579.26	99720.7	1	7	-141.44
534436	99579.78	99719.9	1	7	-140.12
535077	99580.19	99720.2	1	7	-140.01
535718	99579.66	99719.7	0.99	7	-140.04
536359	99579.25	99719.55	0.99	7	-140.3
536999	99578.31	99719.57	1	7	-141.26
537640	99578.7	99719.97	1	7	-141.27
538281	99578.48	99719.67	1	7	-141.19
538921	99578.59	99719.48	1.01	7	-140.89
539562	99578.7	99719.6	1	7	-140.9
540203	99577.36	99720.08	0.99	7	-142.72
540844	99578.48	99718.59	0.99	7	-140.11
541484	99578.93	99718.78	1	7	-139.85
542125	99578.86	99718.11	0.99	7	-139.25
542766	99578.8	99718.04	1	7	-139.24
543407	99577.67	99718.67	1	7	-141
544047	99578.23	99718.94	1	7	-140.71
544688	99577.85	99719.03	0.99	7	-141.18
545329	99576.94	99718.88	0.99	7	-141.94
545969	99578.11	99719.05	1	7	-140.94
546610	99578.11	99717.84	1	7	-139.73
547251	99578.68	99718.26	0.99	7	-139.58
547892	99577.85	99718.36	1.01	7	-140.51
548532	99577.95	99718.02	1	7	-140.07
549173	99578.23	99718.17	0.99	7	-139.94
549814	99578.79	99718.15	1	7	-139.36
550455	99578.02	99718.72	0.99	7	-140.7
551095	99578.3	99718.56	1.01	7	-140.26
551736	99577.98	99718.23	1	7	-140.25
552377	99578.44	99718.02	1	7	-139.58
553018	99577.66	99718.04	0.99	7	-140.38
553658	99578.25	99717.25	1	7	-139
554299	99578.32	99717.23	0.99	7	-138.91
554940	99577.95	99717.38	1	7	-139.43
555580	99577.73	99717.55	1	7	-139.82
556221	99577.02	99718.45	0.99	7	-141.43
556862	99577.3	99718.26	1	7	-140.96
557502	99577.74	99717.8	1	7	-140.06
558143	99577.25	99717.19	1	7	-139.94
558784	99578.06	99718.1	1	7	-140.04
559424	99577.13	99718.16	1	7	-141.03
560065	99577.55	99718.3	1.01	7	-140.75
560706	99577.58	99718.48	1	7	-140.9
561346	99579.05	99718.45	1	7	-139.4
561987	99577.66	99718.98	1.01	7	-141.32
562628	99577	99720.25	1.01	7	-143.25
563269	99577.51	99720.3	1	7	-142.79
563909	99577.2	99718.69	1	7	-141.49
564550	99577.74	99718.82	1	7	-141.08
565191	99578.96	99718.99	1	7	-140.03
565831	99578.86	99719.39	1	7	-140.53
566472	99578.73	99719.98	1	7	-141.25
567113	99579.48	99720.53	1	7	-141.05
567753	99579.02	99720	0.99	7	-140.98
568394	99579.31	99719.9	0.99	7	-140.59
569035	99579.11	99719.65	1	7	-140.54
569676	99578.48	99720.28	1	7	-141.8
570316	99578.27	99720.08	1	7	-141.81
570957	99578.21	99719.34	1	7	-141.13
571598	99578.11	99719.86	0.99	7	-141.75
572238	99578.57	99719.96	1.01	7	-141.39
572879	99578.19	99719.63	1	7	-141.44
573520	99578.59	99717.98	1	7	-139.39
574161	99578.48	99718.7	1.01	7	-140.22
574801	99578.02	99719.31	0.98	7	-141.29
575442	99577.98	99719.16	1	7	-141.18
576083	99578.25	99718.36	1	7	-140.11
576723	99577.61	99719.55	0.99	7	-141.94
577364	99579.15	99720.44	1	7	-141.29
578005	99578.8	99719.99	1	7	-141.19
578645	99578.86	99718.92	1	7	-140.06
579286	99579.38	99719.96	0.99	7	-140.58
579927	99579.41	99719.38	1	7	-139.97
580568	99579.39	99719.57	1	7	-140.18
581208	99579.5	99720.18	1	7	-140.68
581849	99578.77	99720.91	0.99	7	-142.14
582490	99578.45	99721.05	1	7	-142.6
583130	99579.76	99720.84	1	7	-141.08
583771	99579.32	99720.53	1	7	-141.21
584412	99578.97	99719.47	1	7	-140.5
585053	99578.27	99718.25	1	7	-139.98
585693	99578.33	99719.1	1	7	-140.77
586334	99578.98	99719.64	1	7	-140.66
586975	99578.08	99719.16	1	7	-141.08
587615	99578.77	99719.49	0.99	7	-140.72
588256	99578.44	99720.58	0.99	7	-142.14
588897	99578.63	99721.3	1	7	-142.67
589537	99578.72	99720.85	1	7	-142.13
590178	99578.75	99719.61	1	7	-140.86
590819	99578.25	99719.42	0.99	7	-141.17
591459	99578.38	99719.97	0.99	7	-141.59
592100	99578.79	99720	0.99	7	-141.21
592741	99578.09	99719.13	1	7	-141.04
593381	99577.94	99716.25	1	7	-138.31
594022	99578.03	99716.92	1	7	-138.89
594663	99578.12	99717.75	1.01	7	-139.63
595303	99578.4	99719.16	1	7	-140.76
595944	99578.45	99718.95	1.01	7	-140.5
596585	99578.41	99718.65	0.99	7	-140.24
597226	99578.95	99718.84	1	7	-139.89
597866	99577.57	99718.05	1	7	-140.48
598507	99577.51	99718.51	0.99	7	-141
599148	99578.38	99719.09	0.99	7	-140.71
599788	99578.31	99719.94	1.01	7	-141.63
600429	99578.41	99720.03	0.99	7	-141.62
601070	99577.98	99721.3	0.99	7	-143.32
601710	99579.01	99721.8	1	7	-142.79
602351	99578.36	99721.23	1.02	7	-142.87
602992	99578.37	99720.41	1.07	7	-142.04
603632	99578.67	99717.65	1.06	7	-138.98
604273	99578.86	99713.69	1.05	7	-134.83
604914	99578.86	99705.8	1.02	7	-126.94
605554	99578.89	99696.75	1	7	-117.86
606195	99579.24	99686.48	1.02	7	-107.24
606836	99577.88	99673.94	1.01	7	-96.06
607476	99578.45	99662.38	0.98	7	-83.93
608117	99578.35	99649.95	1	7	-71.6
608758	99577.31	99636.38	1	6	-59.07
609399	99577.6	99623.28	1	6	-45.68
610039	99578.16	99610.52	1	6	-32.36
610680	99578.34	99597.34	1	5	-19
611321	99578.5	99583.99	0.99	5	-5.49
611961	99578.84	99571.73	0.99	5	7.11
612602	99577.7	99558.34	1	4	19.36
613243	99578.05	99545.71	1.01	4	32.34
613883	99577.07	99532.66	1.01	4	44.41
614524	99577.7	99519.5	0.98	3	58.2
615165	99578.94	99507.69	0.87	3	71.25
615806	99578.89	99498.57	0.87	3	80.32
616446	99578.9	99490.79	0.99	2	88.11
617087	99578.9	99486.56	1.01	2	92.34
617728	99579.14	99485.27	1	2	93.87
618369	99579.36	99484.12	1.01	2	95.24
619009	99578.56	99482.51	0.99	2	96.05
619650	99578.34	99481.54	1	2	96.8
620291	99578.24	99482.53	0.99	2	95.71
620932	99578.65	99482.17	1	2	96.48
621572	99578.81	99482.16	0.98	2	96.65
622213	99578.69	99482.23	1	2	96.46
622854	99578.94	99482.27	1	2	96.67
623495	99579.59	99483.06	1	2	96.53
624136	99578.22	99483.56	1	2	94.66
624776	99578.37	99482.7	0.99	2	95.67
625417	99579.09	99481.31	1	2	97.78
626058	99578.52	99481.23	0.99	2	97.29
626699	99578.51	99481.55	1	2	96.96
627339	99578.89	99482.7	1	2	96.19
627980	99577.98	99482.55	0.99	2	95.43
628621	99576.81	99482.49	0.99	2	94.32
629262	99576.29	99482.44	1	2	93.85
629903	99576.16	99481.63	1	2	94.53
630543	99577.46	99480.88	0.99	2	96.58
631184	99576.77	99480	1	2	96.77
631825	99577.03	99480.04	1	2	96.99
632466	99575.69	99479.37	1	2	96.32
633107	99576.27	99479.19	1	2	97.08
633747	99575.83	99479.48	0.99	2	96.35
634388	99576.6	99479.88	1	2	96.72
635029	99577.47	99479.82	1	2	97.65
635670	99577.84	99479.8	1	2	98.04
636310	99577.56	99480.49	1.01	2	97.07
636951	99578.14	99480.83	0.99	2	97.31
637592	99579.09	99481.38	1.01	2	97.71
638233	99578.35	99482.3	0.99	2	96.05
638874	99578.52	99482.02	1	2	96.5
639514	99578.05	99481.66	1	2	96.39
640155	99577.68	99480.75	1	2	96.93
640796	99578.71	99480.01	1.01	2	98.7
641437	99578.13	99479.79	0.99	2	98.34
642077	99579.15	99479.86	1	2	99.29
642718	99578.48	99480.09	0.99	2	98.39
643359	99577.57	99479.59	0.99	2	97.98
