23103120	99860.69	99788.57	-0.21	0.13	0.95	3	2
23112210	99858.46	99786.91	-0.21	0.37	0.82	3	3
23121301	99859.09	99786.16	-0.16	0.09	0.86	3	4
23131110	99859.95	99786.27	-0.24	0.28	0.85	3	5
23200201	99858.98	99786.05	-0.18	0.27	0.94	3	6
23203232	99858.57	99786.2	-0.26	0.22	0.88	3	7
23212322	99859.3	99785.63	-0.20	0.18	0.95	3	8
23222132	99859.43	99783.73	-0.12	0.04	0.93	3	9
23231222	99859.76	99784.27	-0.10	0.04	0.94	3	10
23300313	99859.8	99784.56	-0.03	-0.15	1.07	3	11
23310010	99859.98	99783.9	0.10	-0.27	0.94	3	12
23313101	99860.77	99784.16	-0.05	-0.09	0.81	3	13
23322132	99860.36	99784.8	-0.06	-0.13	1.02	3	14
23331223	99861.09	99784.76	-0.03	0.1	1.07	3	15
30000320	99860.87	99785.3	-0.03	-0.04	1.08	3	16
30010011	99860.84	99784.94	-0.07	-0.33	0.9	3	17
30013102	99861.54	99784.59	-0.14	-0.17	0.83	3	18
30022200	99860.41	99784.99	-0.06	-0.18	0.95	3	19
30031231	99860.72	99784.85	-0.05	-0.07	0.83	3	20
30100321	99860.95	99785.22	0.08	-0.74	0.91	3	21
30110013	99861.6	99786.34	-0.12	-0.48	0.91	3	22
30113110	99861.38	99787.28	-0.25	-0.38	0.73	3	23
30122201	99861.59	99786.64	-0.23	-0.57	0.8	3	24
30131232	99861.71	99786.39	-0.50	-0.43	0.7	3	25
30200323	99861.16	99788.09	-0.32	-0.65	0.76	3	26
30210013	99861.54	99787.85	-0.46	-0.11	1	3	27
30213112	99860.81	99789.22	-0.40	0.44	0.8	3	28
30222203	99860.98	99789.02	-0.52	0.28	0.73	3	29
30231300	99862.45	99787.3	-0.26	0.21	0.85	3	30
30300331	99861.83	99786.8	-0.14	0.23	1.05	3	31
30310022	99861.74	99786.57	-0.26	0.34	0.8	3	32
30313113	99863.14	99787.52	-0.26	0.18	0.71	3	33
30322210	99862.67	99787.59	-0.29	0.16	0.88	3	34
30331301	99862.94	99787.22	-0.32	0.2	1.09	3	35
31000332	99862.45	99787.95	-0.34	0.06	0.93	3	36
31010023	99862.34	99787.88	-0.31	0.07	0.78	3	37
31020020	99862.64	99787.42	-0.30	0.24	1.04	3	38
31023112	99862.64	99787.42	-0.18	0.28	0.76	3	39
31032202	99862.7	99787.62	-0.18	0.26	0.94	3	40
31101333	99862.4	99787.2	-0.23	0.3	1.09	3	41
31111031	99862.11	99786.75	-0.37	0.28	0.7	3	42
31120122	99862.3	99786.41	-0.18	0.21	0.94	3	43
31123213	99861.88	99786.28	-0.13	0.15	0.95	3	44
31132310	99861.65	99785.83	-0.29	0.19	0.95	3	45
31202002	99861.55	99785.67	-0.31	0.25	0.85	3	46
31211033	99862.27	99786.09	-0.32	0.22	0.85	3	47
31220130	99861.91	99785.41	-0.23	0.28	0.93	3	48
31230102	99861.24	99785.28	-0.27	0.23	0.91	3	49
31233200	99861.9	99785.17	-0.30	0.14	0.87	3	50
31302231	99861.49	99785.74	-0.30	0.2	1	3	51
31311322	99861.69	99784.35	-0.34	0.16	1.36	3	52
31321013	99861.14	99784.34	0.16	-0.33	0.93	3	53
31330110	99862.42	99785.55	0.59	-0.26	0.69	3	54
31333201	99862.78	99785.27	0.64	0.03	0.6	3	55
32002232	99861.63	99785.2	0.27	0.11	1.03	3	56
32011323	99861.51	99785.15	0.36	0.02	1.06	3	57
32021021	99862.05	99786.52	0.39	-0.15	0.84	3	58
32030112	99862.47	99786.99	0.42	-0.05	0.73	3	59
32033202	99862.23	99787.23	0.46	0.22	0.76	3	60
32102233	99860.38	99787.3	0.40	0.3	0.89	3	61
32111330	99860.72	99787.39	0.64	-0.04	0.97	3	62
32121022	99861.94	99787.1	0.56	0.11	0.75	3	63
32130112	99861.16	99787.73	0.50	0	0.64	3	64
32133203	99860.94	99788.96	0.86	-0.04	0.67	3	65
32202300	99859.94	99788.12	0.59	0.24	0.81	3	66
32211332	99860.52	99787.13	0.83	-0.12	0.77	3	67
32221022	99861.58	99787.73	0.54	-0.04	0.67	3	68
32230120	99861.77	99787.97	0.65	-0.15	0.8	3	69
32233211	99861.26	99789.32	0.84	-0.01	0.54	3	70
32302302	99861.03	99789.55	0.62	-0.07	0.52	3	71
32311333	99861.66	99788.55	1.31	0.04	0.46	3	72
32321030	99859.93	99789.68	0.89	0.34	0.94	3	73
32330121	99859.99	99790.56	-0.08	-0.69	0.39	3	74
32333212	99860.2	99789.88	-0.56	0.13	0.34	3	75
33002303	99860.42	99788.53	-0.08	0.33	0.75	3	76
33012000	99860.04	99788.91	0.09	0.4	1.16	3	77
33021331	99859.73	99786.9	0.24	0.58	0.71	3	78
33031022	99860.28	99786.79	0.22	0.61	0.78	3	79
33100113	99858.91	99786.53	-0.56	0.19	0.71	3	80
33103310	99859.05	99785.79	0.22	0.29	0.68	3	81
33113001	99859.16	99785.87	0.21	0.53	0.94	3	82
33122031	99858.84	99787.47	0.37	0.28	0.64	3	83
33131223	99858.8	99788.26	0.30	0.37	0.83	3	84
33200320	99858.05	99788.72	0.25	0.4	0.94	3	85
33210011	99858.98	99788.08	0.19	0.43	0.94	3	86
33213102	99859.29	99788.95	0.17	0.35	0.89	3	87
33222133	99858.42	99788.48	0.26	0.35	0.93	3	88
33231230	99858.03	99788.93	0.28	0.24	0.94	3	89
33300321	99858.19	99787.69	0.15	-0.01	0.9	3	90
33310012	99858.21	99789.14	0.25	0.1	0.97	3	91
33313103	99858.05	99789.01	0.15	-0.01	1.1	3	92
33322133	99857.88	99788.16	0.31	-0.19	0.75	3	93
33332202	99858.2	99787	0.31	0.18	1.15	3	94
100001300	99858.39	99786.97	0.16	0.29	0.88	3	95
100010330	99858.75	99787.15	0.20	0.21	1.23	3	96
100020021	99858.75	99788.13	0.10	0.13	1.04	3	97
100023112	99858.48	99788.84	0.00	0.09	0.88	3	98
100032203	99859.36	99789.09	0.09	0.18	0.86	3	99
100101300	99859.48	99789.06	0.12	0.07	1.1	3	100
100110331	99859.18	99790.87	0.16	0.09	1.03	3	101
100120022	99858.73	99789.69	0.09	0.01	0.93	3	102
100123113	99858.76	99790.28	0.10	0.15	0.89	3	103
100132210	99859.23	99789.39	0.15	0.11	0.95	3	104
100201301	99859.88	99789.34	0.11	0.09	0.91	3	105
100210332	99859.24	99787.36	0.14	0.09	0.96	3	106
100220023	99859.39	99787.38	0.18	0.03	0.85	3	107
100223120	99859.55	99786.95	0.19	0.09	0.96	3	108
100232210	99859.88	99784.91	0.18	0.1	1.02	3	109
100301301	99859.74	99786.05	0.19	0.01	1.11	3	110
100310333	99859.56	99785.75	-0.12	0.03	0.82	3	111
100320030	99858.94	99786.06	0.15	0.08	1.03	3	112
100323120	99859.99	99786.36	0.22	0.18	1.3	3	113
100332211	99859.79	99784.65	-0.03	0.08	0.69	3	114
101001303	99859.11	99785.22	0.02	0.15	0.49	3	115
101010333	99860.07	99785.43	0.18	0.25	1.17	3	116
101020030	99860.2	99785.14	-0.02	0.49	1.58	3	117
101023121	99860.06	99783.96	0.24	0.14	1.25	3	118
101032212	99859.8	99784.58	0.04	0.31	0.69	3	119
101102112	99860.52	99783.42	0.15	0.19	1.18	3	120
101111203	99860.24	99783.41	0.04	0.16	0.93	3	121
101120300	99859.89	99784.21	0.15	0.27	1	3	122
101123331	99859.25	99784.3	-0.01	-0.04	0.73	3	123
101133022	99860.17	99783.2	-0.09	0.12	0.84	3	124
101202112	99859.68	99784.28	0.21	-0.05	1.2	3	125
101211203	99860.53	99785.77	0.25	0.42	1.24	3	126
101220300	99861.13	99784.23	0.01	0.49	0.34	3	127
101223331	99860.3	99784.71	0.21	1.62	1.91	3	128
101233022	99860.34	99784.28	0.34	0.05	1.47	3	129
101302113	99859.36	99784.56	-0.18	0.05	0.54	3	130
101311210	99860.85	99784.75	0.18	0.01	0.86	3	131
101320302	99860.23	99785.92	0.33	0.59	1.24	3	132
101323333	99859.59	99787.55	0.04	0.29	0.9	3	133
101333023	99860.04	99788.12	0.37	-0.07	1.25	3	134
102002120	99860.89	99789.1	-0.11	0.18	0.59	3	135
102011212	99860.81	99791.05	0.16	-0.03	0.81	3	136
102020302	99860.34	99793.92	-0.03	0.13	0.99	3	137
102023333	99860	99793.82	0.03	-0.16	0.7	3	138
102033032	99860.48	99795.02	0.17	0.27	1.34	3	139
102102130	99860.06	99795.31	0.11	-0.18	0.59	3	140
102111220	99860.34	99795.34	0.19	0.18	1.27	3	141
102120311	99860.02	99795.68	0.26	0.2	1.12	3	142
102130002	99860.71	99796.61	0.22	0.27	1.03	3	143
102133033	99860.34	99797.71	-0.00	0.12	0.77	3	144
102202130	99861.11	99799.37	0.09	0.2	0.84	3	145
102211221	99860.45	99799.16	0.25	-0.22	1.41	3	146
102220312	99859.55	99798.7	0.05	-0.01	0.77	3	147
102230003	99859.8	99801.09	0.08	0.03	0.77	3	148
102233100	99860.29	99800.72	-0.07	-0.18	0.47	3	149
102302131	99860.2	99801.93	0.06	0.29	0.67	3	150
102311222	99859.6	99801.34	0.12	0.02	0.73	3	151
102320313	99860.56	99801.52	-0.14	0.04	0.46	3	152
102330010	99860.13	99800.6	-0.05	-0.07	0.68	3	153
102333101	99860.58	99801.54	-0.01	0.08	1.03	3	154
103002131	99859.55	99802.58	0.12	0.36	1.06	3	155
103011222	99860.44	99803.67	0.08	0.13	1.05	3	156
103020313	99861.2	99804.59	-0.22	0.13	0.89	3	157
103030011	99861.4	99806.3	0.01	-0.02	0.7	3	158
103033101	99860.69	99806.81	0.20	0.19	0.85	3	159
103102133	99861.1	99808.53	-0.20	0.25	1	3	160
103111230	99860.13	99809.34	0.08	0.49	1.02	3	161
103120320	99858.57	99810.38	0.22	0.52	1	3	162
103130012	99859.24	99811.51	0.48	0.07	1.15	3	163
103133103	99859.64	99812.94	0.19	0.54	1.07	3	164
103202331	99859.68	99815.16	0.15	0.15	1.33	4	165
103212021	99859.01	99815.63	0.07	0.08	0.6	4	166
103221112	99860.06	99817.53	0.11	0.28	1.02	4	167
103230210	99858.45	99818.77	0.33	0.74	1.47	4	168
103233300	99859.79	99820.8	0.19	0.57	1.25	4	169
103303120	99859.96	99821.62	-0.08	0.19	1.02	4	170
103312211	99859.8	99822.06	-0.04	0.13	0.76	4	171
103321302	99859.81	99821.39	-0.11	0.18	0.78	4	172
103330333	99859.41	99824.82	0.08	0.46	1.18	4	173
110000030	99859.91	99827.14	-0.07	-0.05	0.94	4	174
110003121	99860.28	99828.82	0.00	0.4	0.84	4	175
110012211	99858.66	99827.97	0.03	0.33	0.78	4	176
110021302	99858.8	99827.34	0.09	0.55	0.93	4	177
110031000	99858.82	99828.95	0.25	0.26	1.02	4	178
110100031	99859.62	99827	0.07	0.59	1.4	4	179
110103121	99859.76	99826.95	0.16	0.36	0.97	4	180
110112212	99859.71	99826.52	0.23	0.59	1.08	4	181
110121310	99859.58	99827.6	0.34	0.14	1.19	4	182
110131001	99860.48	99827.83	-0.04	0.14	1.01	4	183
110200032	99859.93	99827.29	-0.08	0.01	0.69	4	184
110203123	99860.2	99827.29	0.11	0.18	1.01	4	185
110212213	99860.26	99828.12	-0.07	0.12	0.83	4	186
110221310	99860.33	99828.07	-0.02	0.25	0.9	4	187
110231001	99860.98	99827.13	0.09	0.15	1.18	4	188
110300033	99860.79	99828.37	0.09	0.19	1.1	4	189
110303130	99860.9	99828.11	0.02	0.1	0.96	4	190
110312221	99859.59	99829.06	-0.00	0.12	0.95	4	191
110321312	99859.44	99830.38	-0.32	0.1	1.1	4	192
110331003	99859.99	99830.65	-0.09	0.19	0.96	4	193
111000033	99860.21	99831.11	-0.10	-0.02	0.83	4	194
111003321	99859.42	99832.57	0.02	-0.01	0.82	4	195
111013012	99859.68	99833.35	0.09	0.16	1.12	4	196
111022110	99860.52	99832.63	0.05	0.1	1.06	4	197
111031201	99859.6	99831.13	0.13	0.27	1.17	4	198
111100232	99859.96	99831.62	-0.20	0.21	0.69	4	199
111103323	99859.1	99830.13	-0.02	0.14	0.86	4	200
111113020	99860.05	99831.46	0.07	0.13	1.1	4	201
111122111	99860.05	99831.27	0.11	0	1.29	4	202
111131202	99860.46	99831.77	-0.02	0.08	1.14	4	203
111200233	99858.85	99831.79	-0.00	0.22	1.06	4	204
111203330	99859.92	99831.86	0.10	0.23	1.21	4	205
111213021	99860.18	99832.04	-0.07	0.23	1.06	4	206
111222111	99859.91	99831.48	-0.10	0.26	0.79	4	207
111231203	99860.41	99831.34	-0.05	-0.09	0.79	4	208
111300300	99859.77	99831.91	0.16	0.11	1.2	4	209
111303330	99859.82	99831.55	0.04	0.18	0.85	4	210
111313021	99860.24	99831.7	-0.04	0.02	0.87	4	211
111322112	99860.31	99831.94	0.05	0.19	1.24	4	212
111331203	99858.35	99831.13	0.05	0.32	1.01	4	213
112000300	99859.92	99830.84	-0.11	0.51	0.91	4	214
112003331	99859.07	99832.11	-0.06	0.14	0.75	4	215
112013022	99859.88	99831.62	-0.01	-0.01	1.08	4	216
112022113	99860.59	99832.53	-0.01	0.01	0.78	4	217
112031210	99859.8	99832.56	0.03	-0.24	0.68	4	218
112100301	99860.93	99832.74	-0.01	-0.04	0.86	4	219
112103331	99861.78	99832.43	-0.26	0.04	0.97	4	220
112113231	99861.68	99831.48	-0.18	0.13	0.82	4	221
112122322	99860.68	99831.42	-0.06	0.07	0.87	4	222
112132013	99860.63	99832.22	-0.04	0.26	1.06	4	223
112201110	99860.72	99831.53	-0.12	-0.03	0.85	4	224
112210201	99860.98	99830.95	0.12	-0.07	1.09	4	225
112213232	99860.77	99831.03	-0.01	0.09	0.83	4	226
112222323	99861.19	99830.13	0.05	0.03	0.93	4	227
112232020	99861.55	99829.96	0.04	0.11	1.2	4	228
112301110	99861.36	99830.66	-0.09	0.05	0.98	4	229
112310201	99860.68	99830.2	-0.26	0.13	0.76	4	230
112313232	99860.88	99830.61	-0.03	0.22	1.07	4	231
112322330	99861.48	99831.73	0.01	-0.03	0.81	4	232
112332021	99860.57	99831.3	-0.19	-0.06	0.5	4	233
113001112	99860.68	99829.58	0.08	0.02	1.18	4	234
113010203	99861.13	99829.67	0.09	0.15	1.18	4	235
113013300	99860.9	99829.7	0.02	0.19	0.99	4	236
113022331	99860.4	99828.98	0.00	-0.06	0.65	4	237
113032022	99861.78	99828.17	-0.15	0.07	0.53	4	238
113101113	99860.28	99827.66	-0.06	0.05	0.66	4	239
113110210	99860.84	99828.26	0.01	0.15	0.98	4	240
113113301	99860.45	99828.74	0.00	0.19	1.05	4	241
113122332	99860.95	99828.52	-0.06	0.15	0.87	4	242
113132023	99860.84	99827.93	-0.03	0.13	0.89	4	243
113201120	99861.11	99827.92	-0.03	0.19	1.04	4	244
113210210	99861.27	99827.71	0.02	0.16	0.92	4	245
113213302	99862	99828.45	0.00	0.13	0.92	4	246
113222332	99861.69	99827.49	-0.02	0.07	0.89	4	247
113232023	99862.3	99828.37	-0.06	0.04	0.79	4	248
113301120	99862.25	99828.08	-0.11	0.07	0.78	4	249
113310212	99861.43	99827.77	-0.10	0.11	0.95	4	250
113313302	99861.41	99827.02	-0.10	0.09	0.85	4	251
113322333	99861.5	99826.9	-0.16	0.15	0.83	4	252
113332031	99861.47	99827.11	-0.11	0.11	0.93	4	253
120001122	99861.4	99826.6	-0.02	0.13	1.11	4	254
120010212	99861.97	99828.25	-0.15	0	0.93	4	255
120013303	99861.92	99829.4	-0.06	0.02	0.92	4	256
120023000	99860.8	99829.66	-0.07	0.01	0.99	4	257
120032031	99860.05	99829.09	-0.04	-0.04	0.98	4	258
120101122	99860.14	99829.33	-0.05	-0.09	0.86	4	259
120110212	99860.29	99830.02	-0.03	0.05	1	4	260
120113303	99860.25	99829.53	-0.11	-0.03	1.05	4	261
120123000	99859.76	99829.06	-0.11	0.13	0.89	4	262
120132031	99859.8	99829.31	-0.12	0.08	1.02	4	263
120201122	99859.25	99828.73	-0.06	0.14	0.94	4	264
120210213	99859.78	99827.77	-0.10	0.02	0.85	4	265
120213310	99859.91	99828.71	-0.10	0.04	1.19	4	266
120223001	99859.42	99827.42	-0.02	0.11	1.08	4	267
120232032	99858.44	99826.94	-0.03	0.02	0.86	4	268
120301123	99858.78	99828.19	-0.14	-0.03	0.75	4	269
120310220	99859.31	99828.8	-0.19	0.08	1.11	4	270
120313311	99858.17	99828.87	-0.20	0.12	0.82	4	271
120323002	99858.05	99828.97	-0.21	0.07	0.56	4	272
120332033	99859.49	99829.78	-0.11	0.07	0.9	4	273
121001130	99858.96	99829.7	0.11	0.1	1.2	4	274
121010221	99858.48	99828.48	-0.09	-0.09	0.56	4	275
121013313	99858.82	99828.95	-0.18	-0.15	0.48	4	276
121023010	99858.29	99829.46	-0.07	0.05	0.94	4	277
121032101	99858.5	99829.88	-0.03	0.17	1.04	4	278
121101131	99858.43	99828.65	-0.10	0.05	0.57	4	279
